ASE,compare,final,Freq,isoform_compare,feature_type,mean_delta_psi_mean,medianp,uncertainty,alternative_transcripts,total_transcripts,classification
ENSG00000182362.14;A5:chr21:46286737-46286870:46286415-46286870:+,F7/D6,non-DAS,2,ENSG00000182362.14;A5:chr21:46286737-46286870:46286415-46286870:+ F7/D6,non-DAS,0.035273433,1,16.66696264,"ENST00000329319.7,ENST00000339195.10","ENST00000397694.5,ENST00000329319.7,ENST00000468924.5,ENST00000397701.9,ENST00000397692.5,ENST00000339195.10",Low Confidence
ENSG00000182362.14;A5:chr21:46286737-46286870:46286415-46286870:+,M8/D6,non-DAS,2,ENSG00000182362.14;A5:chr21:46286737-46286870:46286415-46286870:+ M8/D6,non-DAS,0.041952156,1,12.12350534,"ENST00000329319.7,ENST00000339195.10","ENST00000397694.5,ENST00000329319.7,ENST00000468924.5,ENST00000397701.9,ENST00000397692.5,ENST00000339195.10",Low Confidence
ENSG00000182400.15;SE:chr14:39151839-39154211:39154294-39158285:-,M8/D6,non-DAS,3,ENSG00000182400.15;SE:chr14:39151839-39154211:39154294-39158285:- M8/D6,non-DAS,0.049921838,1,11.03170913,"ENST00000469361.5,ENST00000330149.10,ENST00000555269.5","ENST00000555269.5,ENST00000347691.9,ENST00000469361.5,ENST00000330149.10,ENST00000556765.1,ENST00000554018.1",Medium Confidence
ENSG00000182473.22;SE:chr17:76089320-76091143:76091235-76094414:-,F7/D6,non-DAS,2,ENSG00000182473.22;SE:chr17:76089320-76091143:76091235-76094414:- F7/D6,non-DAS,-0.020037385,1,-84.35674378,"ENST00000589210.6,ENST00000607838.5,ENST00000467929.6,ENST00000357231.8","ENST00000332065.9,ENST00000357231.8,ENST00000589210.6,ENST00000607838.5,ENST00000467929.6",Low Confidence
ENSG00000182518.14;AF:chrX:55159228-55160975:55161119:55159228-55161137:55161185:-,F7/D6,non-DAS,2,ENSG00000182518.14;AF:chrX:55159228-55160975:55161119:55159228-55161137:55161185:- F7/D6,non-DAS,0.045929781,0.275108225,12.81848896,ENST00000477847.6,"ENST00000685693.1,ENST00000477847.6",Low Confidence
ENSG00000182670.14;AF:chr21:37073267:37073364-37087247:37081596:37084331-37087247:+,F7/D6,non-DAS,2,ENSG00000182670.14;AF:chr21:37073267:37073364-37087247:37081596:37084331-37087247:+ F7/D6,non-DAS,0.012235037,0.981118881,73.91365,"ENST00000438055.5,ENST00000450533.6","ENST00000450533.6,ENST00000399017.6,ENST00000438055.5",Low Confidence
ENSG00000182670.14;AF:chr21:37073348:37073473-37087247:37081596:37084331-37087247:+,F7/D6,non-DAS,2,ENSG00000182670.14;AF:chr21:37073348:37073473-37087247:37081596:37084331-37087247:+ F7/D6,non-DAS,0.022136158,0.708791209,37.13715932,ENST00000411496.2,"ENST00000411496.2,ENST00000399017.6",Low Confidence
ENSG00000182872.16;SE:chrX:47169498-47171028:47171258-47173128:+,D5/D6,non-DAS,2,ENSG00000182872.16;SE:chrX:47169498-47171028:47171258-47173128:+ D5/D6,non-DAS,0.033503047,1,20.58553962,"ENST00000377604.8,ENST00000329236.8","ENST00000329236.8,ENST00000345781.10,ENST00000377604.8,ENST00000628161.2",Low Confidence
ENSG00000182919.15;A3:chr11:93741728-93747297:93741728-93747302:+,D5/D6,non-DAS,3,ENSG00000182919.15;A3:chr11:93741728-93747297:93741728-93747302:+ D5/D6,non-DAS,-0.006253446,1,-266.6491166,"ENST00000528288.5,ENST00000617482.4,ENST00000354421.8,ENST00000531650.5","ENST00000617482.4,ENST00000528288.5,ENST00000354421.8,ENST00000531650.5,ENST00000331239.8",Medium Confidence
ENSG00000182919.15;A3:chr11:93741728-93747297:93741728-93747302:+,F7/D6,non-DAS,2,ENSG00000182919.15;A3:chr11:93741728-93747297:93741728-93747302:+ F7/D6,non-DAS,-0.033295233,1,-31.04739879,"ENST00000528288.5,ENST00000617482.4,ENST00000354421.8,ENST00000531650.5","ENST00000617482.4,ENST00000528288.5,ENST00000354421.8,ENST00000531650.5,ENST00000331239.8",Low Confidence
ENSG00000182919.15;A3:chr11:93741728-93747297:93741728-93747302:+,M8/D6,non-DAS,2,ENSG00000182919.15;A3:chr11:93741728-93747297:93741728-93747302:+ M8/D6,non-DAS,0.03050847,1,16.94322177,"ENST00000528288.5,ENST00000617482.4,ENST00000354421.8,ENST00000531650.5","ENST00000617482.4,ENST00000528288.5,ENST00000354421.8,ENST00000531650.5,ENST00000331239.8",Low Confidence
ENSG00000182919.15;MX:chr11:93754037-93755210:93755386-93759742:93754037-93757316:93757465-93759742:+,D5/D6,non-DAS,2,ENSG00000182919.15;MX:chr11:93754037-93755210:93755386-93759742:93754037-93757316:93757465-93759742:+ D5/D6,non-DAS,0.077855848,0.516816517,3.329936634,ENST00000528288.5,"ENST00000617482.4,ENST00000528288.5,ENST00000531650.5",Low Confidence
ENSG00000182919.15;MX:chr11:93754037-93755210:93755386-93759742:93754037-93757316:93757465-93759742:+,F7/D6,non-DAS,2,ENSG00000182919.15;MX:chr11:93754037-93755210:93755386-93759742:93754037-93757316:93757465-93759742:+ F7/D6,non-DAS,0.146387168,0.525474525,10.7751265,ENST00000528288.5,"ENST00000617482.4,ENST00000528288.5,ENST00000531650.5",Low Confidence
ENSG00000182923.20;A5:chr3:134486202-134495296:134486052-134495296:+,M8/D6,non-DAS,2,ENSG00000182923.20;A5:chr3:134486202-134495296:134486052-134495296:+ M8/D6,non-DAS,0.071319609,0.652058468,32.79978922,"ENST00000682042.1,ENST00000682190.1,ENST00000682822.1","ENST00000684574.1,ENST00000684217.1,ENST00000684256.1,ENST00000683997.1,ENST00000683949.1,ENST00000683556.1,ENST00000684588.1,ENST00000682190.1,ENST00000683596.1,ENST00000682042.1,ENST00000683940.1,ENST00000682822.1,ENST00000650279.2,ENST00000332047.10,ENST00000682593.1,ENST00000682458.1,ENST00000354446.7",Low Confidence
ENSG00000182923.20;A5:chr3:134559429-134561377:134559305-134561377:+,D5/D6,non-DAS,2,ENSG00000182923.20;A5:chr3:134559429-134561377:134559305-134561377:+ D5/D6,non-DAS,0.000469052,0.404672594,11307.30975,"ENST00000683596.1,ENST00000682458.1,ENST00000675561.1,ENST00000683190.1,ENST00000682402.1,ENST00000682954.1,ENST00000682007.1,ENST00000684060.1,ENST00000513612.7,ENST00000606977.5,ENST00000682388.1","ENST00000683190.1,ENST00000684060.1,ENST00000606977.5,ENST00000682954.1,ENST00000675561.1,ENST00000682388.1,ENST00000682007.1,ENST00000684588.1,ENST00000684777.1,ENST00000683596.1,ENST00000682458.1,ENST00000683940.1,ENST00000650279.2,ENST00000682402.1,ENST00000513612.7",Low Confidence
ENSG00000182923.20;AF:chr3:134485699:134486052-134495296:134486055:134486202-134495296:+,F7/D6,non-DAS,2,ENSG00000182923.20;AF:chr3:134485699:134486052-134495296:134486055:134486202-134495296:+ F7/D6,non-DAS,-0.049156658,0.734577922,-145.2358958,"ENST00000683596.1,ENST00000683997.1","ENST00000620544.5,ENST00000683997.1,ENST00000683596.1",Low Confidence
ENSG00000182923.20;AF:chr3:134485699:134486052-134495296:134486055:134486202-134495296:+,M8/D6,non-DAS,2,ENSG00000182923.20;AF:chr3:134485699:134486052-134495296:134486055:134486202-134495296:+ M8/D6,non-DAS,-0.000515673,0.390066512,-1726.86212,"ENST00000683596.1,ENST00000683997.1","ENST00000620544.5,ENST00000683997.1,ENST00000683596.1",Low Confidence
ENSG00000182923.20;AF:chr3:134485721:134486052-134495296:134486057:134486202-134495296:+,D5/D6,non-DAS,2,ENSG00000182923.20;AF:chr3:134485721:134486052-134495296:134486057:134486202-134495296:+ D5/D6,non-DAS,-0.118547248,0.398309018,-50.57927468,"ENST00000683940.1,ENST00000650279.2,ENST00000684574.1","ENST00000684574.1,ENST00000683245.1,ENST00000383229.8,ENST00000675561.1,ENST00000683940.1,ENST00000650279.2",Low Confidence
ENSG00000182923.20;AF:chr3:134485743:134486052-134495296:134486057:134486202-134495296:+,D5/D6,non-DAS,2,ENSG00000182923.20;AF:chr3:134485743:134486052-134495296:134486057:134486202-134495296:+ D5/D6,non-DAS,-0.076152558,0.747252747,-17.52365417,ENST00000332047.10,"ENST00000383229.8,ENST00000332047.10,ENST00000675561.1,ENST00000683245.1",Low Confidence
ENSG00000182923.20;AF:chr3:134485743:134486052-134495296:134486057:134486202-134495296:+,F7/D6,non-DAS,2,ENSG00000182923.20;AF:chr3:134485743:134486052-134495296:134486057:134486202-134495296:+ F7/D6,non-DAS,-0.113321559,0.482979842,-38.32717979,ENST00000332047.10,"ENST00000383229.8,ENST00000332047.10,ENST00000675561.1,ENST00000683245.1",Low Confidence
ENSG00000182923.20;AF:chr3:134485743:134486052-134495296:134486057:134486202-134495296:+,M8/D6,non-DAS,2,ENSG00000182923.20;AF:chr3:134485743:134486052-134495296:134486057:134486202-134495296:+ M8/D6,non-DAS,-0.180553479,0.333214812,-13.56777481,ENST00000332047.10,"ENST00000383229.8,ENST00000332047.10,ENST00000675561.1,ENST00000683245.1",Low Confidence
ENSG00000182923.20;AF:chr3:134485754:134486052-134495296:134486055:134486202-134495296:+,F7/D6,non-DAS,2,ENSG00000182923.20;AF:chr3:134485754:134486052-134495296:134486055:134486202-134495296:+ F7/D6,non-DAS,-0.056585337,1,-26.59424364,ENST00000684217.1,"ENST00000620544.5,ENST00000684217.1",Low Confidence
ENSG00000182923.20;AF:chr3:134485754:134486052-134495296:134486055:134486202-134495296:+,M8/D6,non-DAS,2,ENSG00000182923.20;AF:chr3:134485754:134486052-134495296:134486055:134486202-134495296:+ M8/D6,non-DAS,-0.099337397,0.387555092,-9.835840031,ENST00000684217.1,"ENST00000620544.5,ENST00000684217.1",Low Confidence
ENSG00000182923.20;AF:chr3:134485754:134486052-134495296:134486057:134486202-134495296:+,D5/D6,non-DAS,2,ENSG00000182923.20;AF:chr3:134485754:134486052-134495296:134486057:134486202-134495296:+ D5/D6,non-DAS,-0.067021678,0.793469031,-32.06088423,ENST00000684217.1,"ENST00000383229.8,ENST00000684217.1,ENST00000675561.1,ENST00000683245.1",Low Confidence
ENSG00000182923.20;AF:chr3:134485754:134486052-134495296:134486057:134486202-134495296:+,F7/D6,non-DAS,2,ENSG00000182923.20;AF:chr3:134485754:134486052-134495296:134486057:134486202-134495296:+ F7/D6,non-DAS,-0.068222722,0.518310583,-30.29064279,ENST00000684217.1,"ENST00000383229.8,ENST00000684217.1,ENST00000675561.1,ENST00000683245.1",Low Confidence
ENSG00000182923.20;AF:chr3:134485754:134486052-134495296:134486057:134486202-134495296:+,M8/D6,non-DAS,2,ENSG00000182923.20;AF:chr3:134485754:134486052-134495296:134486057:134486202-134495296:+ M8/D6,non-DAS,-0.165760667,0.374030202,-16.80994938,ENST00000684217.1,"ENST00000383229.8,ENST00000684217.1,ENST00000675561.1,ENST00000683245.1",Low Confidence
ENSG00000182923.20;AF:chr3:134485754:134486052-134495296:134486221:134486556-134495296:+,F7/D6,non-DAS,2,ENSG00000182923.20;AF:chr3:134485754:134486052-134495296:134486221:134486556-134495296:+ F7/D6,non-DAS,-0.048491563,0.783732661,-3.85181662,ENST00000684217.1,"ENST00000682013.1,ENST00000684217.1,ENST00000682072.1,ENST00000682937.1,ENST00000682954.1,ENST00000504013.6,ENST00000682007.1,ENST00000682670.1,ENST00000684777.1,ENST00000682402.1",Low Confidence
ENSG00000182923.20;AF:chr3:134485754:134486052-134495296:134486221:134486556-134495296:+,M8/D6,non-DAS,2,ENSG00000182923.20;AF:chr3:134485754:134486052-134495296:134486221:134486556-134495296:+ M8/D6,non-DAS,-0.118301354,0.394366138,-2.5831522,ENST00000684217.1,"ENST00000682013.1,ENST00000684217.1,ENST00000682072.1,ENST00000682937.1,ENST00000682954.1,ENST00000504013.6,ENST00000682007.1,ENST00000682670.1,ENST00000684777.1,ENST00000682402.1",Low Confidence
ENSG00000182923.20;AF:chr3:134485791:134486052-134495296:134486221:134486556-134495296:+,M8/D6,non-DAS,2,ENSG00000182923.20;AF:chr3:134485791:134486052-134495296:134486221:134486556-134495296:+ M8/D6,non-DAS,-0.071759616,0.394366138,-43.59744876,ENST00000354446.7,"ENST00000682013.1,ENST00000682072.1,ENST00000682937.1,ENST00000682954.1,ENST00000504013.6,ENST00000682007.1,ENST00000682670.1,ENST00000684777.1,ENST00000682402.1,ENST00000354446.7",Low Confidence
ENSG00000182923.20;AF:chr3:134486057:134486202-134495296:134486221:134486556-134495296:+,F7/D6,non-DAS,2,ENSG00000182923.20;AF:chr3:134486057:134486202-134495296:134486221:134486556-134495296:+ F7/D6,non-DAS,0.018493853,0.747474045,118.4779794,"ENST00000683245.1,ENST00000383229.8,ENST00000675561.1","ENST00000682013.1,ENST00000683245.1,ENST00000682072.1,ENST00000682937.1,ENST00000682954.1,ENST00000383229.8,ENST00000675561.1,ENST00000504013.6,ENST00000682007.1,ENST00000682670.1,ENST00000684777.1,ENST00000682402.1",Low Confidence
ENSG00000182923.20;AF:chr3:134486057:134486202-134495296:134486221:134486556-134495296:+,M8/D6,non-DAS,2,ENSG00000182923.20;AF:chr3:134486057:134486202-134495296:134486221:134486556-134495296:+ M8/D6,non-DAS,0.020157041,0.483665996,41.21518337,"ENST00000683245.1,ENST00000383229.8,ENST00000675561.1","ENST00000682013.1,ENST00000683245.1,ENST00000682072.1,ENST00000682937.1,ENST00000682954.1,ENST00000383229.8,ENST00000675561.1,ENST00000504013.6,ENST00000682007.1,ENST00000682670.1,ENST00000684777.1,ENST00000682402.1",Low Confidence
ENSG00000182923.20;AL:chr3:134552012-134561377:134561767:134552012-134574793:134575004:+,D5/D6,non-DAS,2,ENSG00000182923.20;AL:chr3:134552012-134561377:134561767:134552012-134574793:134575004:+ D5/D6,non-DAS,0.086675661,0.432409177,5.28269995,ENST00000684217.1,"ENST00000620544.5,ENST00000512894.6,ENST00000684217.1,ENST00000508778.2",Low Confidence
ENSG00000182923.20;AL:chr3:134552012-134561377:134561767:134552012-134574793:134575004:+,F7/D6,non-DAS,2,ENSG00000182923.20;AL:chr3:134552012-134561377:134561767:134552012-134574793:134575004:+ F7/D6,non-DAS,-0.093495128,0.438415751,-5.729903069,ENST00000684217.1,"ENST00000620544.5,ENST00000512894.6,ENST00000684217.1,ENST00000508778.2",Low Confidence
ENSG00000182923.20;AL:chr3:134552012-134561377:134561767:134552012-134574793:134575004:+,M8/D6,non-DAS,2,ENSG00000182923.20;AL:chr3:134552012-134561377:134561767:134552012-134574793:134575004:+ M8/D6,non-DAS,-0.13281155,0.394366138,-5.521869856,ENST00000684217.1,"ENST00000620544.5,ENST00000512894.6,ENST00000684217.1,ENST00000508778.2",Low Confidence
ENSG00000182923.20;AL:chr3:134552012-134561377:134565031:134552012-134574793:134575004:+,F7/D6,non-DAS,2,ENSG00000182923.20;AL:chr3:134552012-134561377:134565031:134552012-134574793:134575004:+ F7/D6,non-DAS,-0.063579111,1,-21.36836284,"ENST00000332047.10,ENST00000383229.8,ENST00000683861.1","ENST00000620544.5,ENST00000508778.2,ENST00000383229.8,ENST00000512894.6,ENST00000332047.10,ENST00000683861.1",Low Confidence
ENSG00000182923.20;AL:chr3:134552012-134561377:134565031:134552012-134574793:134575004:+,M8/D6,non-DAS,2,ENSG00000182923.20;AL:chr3:134552012-134561377:134565031:134552012-134574793:134575004:+ M8/D6,non-DAS,-0.092816498,0.380080958,-31.58125804,"ENST00000332047.10,ENST00000383229.8,ENST00000683861.1","ENST00000620544.5,ENST00000508778.2,ENST00000383229.8,ENST00000512894.6,ENST00000332047.10,ENST00000683861.1",Low Confidence
ENSG00000182923.20;AL:chr3:134552012-134561377:134567117:134552012-134574793:134575004:+,D5/D6,non-DAS,2,ENSG00000182923.20;AL:chr3:134552012-134561377:134567117:134552012-134574793:134575004:+ D5/D6,non-DAS,0.061321972,0.514068854,20.58805575,"ENST00000682858.1,ENST00000682042.1,ENST00000683177.1,ENST00000682800.1","ENST00000620544.5,ENST00000508778.2,ENST00000682800.1,ENST00000512894.6,ENST00000683177.1,ENST00000682042.1,ENST00000682858.1",Low Confidence
ENSG00000182923.20;AL:chr3:134552012-134561377:134567117:134552012-134574793:134575004:+,M8/D6,non-DAS,2,ENSG00000182923.20;AL:chr3:134552012-134561377:134567117:134552012-134574793:134575004:+ M8/D6,non-DAS,-0.055057489,0.446001874,-42.50302775,"ENST00000682858.1,ENST00000682042.1,ENST00000683177.1,ENST00000682800.1","ENST00000620544.5,ENST00000508778.2,ENST00000682800.1,ENST00000512894.6,ENST00000683177.1,ENST00000682042.1,ENST00000682858.1",Low Confidence
ENSG00000182923.20;SE:chr3:134546288-134547335:134547472-134549062:+,F7/D6,non-DAS,3,ENSG00000182923.20;SE:chr3:134546288-134547335:134547472-134549062:+ F7/D6,non-DAS,0.033782933,1,11.29299916,"ENST00000683596.1,ENST00000683997.1,ENST00000684574.1,ENST00000684217.1,ENST00000684170.1,ENST00000682190.1,ENST00000383229.8,ENST00000675561.1,ENST00000683190.1,ENST00000514678.2,ENST00000684677.1,ENST00000682937.1,ENST00000683732.1,ENST00000513612.7,ENST00000606977.5,ENST00000683608.1,ENST00000683138.1","ENST00000684574.1,ENST00000682937.1,ENST00000512894.6,ENST00000683019.1,ENST00000684677.1,ENST00000684481.1,ENST00000683949.1,ENST00000683732.1,ENST00000682685.1,ENST00000683931.1,ENST00000683118.1,ENST00000682402.1,ENST00000683138.1,ENST00000684060.1,ENST00000684217.1,ENST00000508778.2,ENST00000684170.1,ENST00000683245.1,ENST00000684492.1,ENST00000683177.1,ENST00000682670.1,ENST00000683596.1,ENST00000332047.10,ENST00000682593.1,ENST00000682822.1,ENST00000620544.5,ENST00000684256.1,ENST00000383229.8,ENST00000682717.1,ENST00000675561.1,ENST00000683556.1,ENST00000682190.1,ENST00000682042.1,ENST00000682858.1,ENST00000682458.1,ENST00000354446.7,ENST00000683190.1,ENST00000513612.7,ENST00000606977.5,ENST00000682316.1,ENST00000683608.1,ENST00000683997.1,ENST00000682800.1,ENST00000513295.2,ENST00000684588.1,ENST00000684777.1,ENST00000682689.1,ENST00000683940.1,ENST00000514678.2,ENST00000683861.1",Medium Confidence
ENSG00000182923.20;SE:chr3:134546288-134547335:134547472-134549062:+,M8/D6,non-DAS,2,ENSG00000182923.20;SE:chr3:134546288-134547335:134547472-134549062:+ M8/D6,non-DAS,0.012541453,0.776882209,107.6357212,"ENST00000683596.1,ENST00000683997.1,ENST00000684574.1,ENST00000684217.1,ENST00000684170.1,ENST00000682190.1,ENST00000383229.8,ENST00000675561.1,ENST00000683190.1,ENST00000514678.2,ENST00000684677.1,ENST00000682937.1,ENST00000683732.1,ENST00000513612.7,ENST00000606977.5,ENST00000683608.1,ENST00000683138.1","ENST00000684574.1,ENST00000682937.1,ENST00000512894.6,ENST00000683019.1,ENST00000684677.1,ENST00000684481.1,ENST00000683949.1,ENST00000683732.1,ENST00000682685.1,ENST00000683931.1,ENST00000683118.1,ENST00000682402.1,ENST00000683138.1,ENST00000684060.1,ENST00000684217.1,ENST00000508778.2,ENST00000684170.1,ENST00000683245.1,ENST00000684492.1,ENST00000683177.1,ENST00000682670.1,ENST00000683596.1,ENST00000332047.10,ENST00000682593.1,ENST00000682822.1,ENST00000620544.5,ENST00000684256.1,ENST00000383229.8,ENST00000682717.1,ENST00000675561.1,ENST00000683556.1,ENST00000682190.1,ENST00000682042.1,ENST00000682858.1,ENST00000682458.1,ENST00000354446.7,ENST00000683190.1,ENST00000513612.7,ENST00000606977.5,ENST00000682316.1,ENST00000683608.1,ENST00000683997.1,ENST00000682800.1,ENST00000513295.2,ENST00000684588.1,ENST00000684777.1,ENST00000682689.1,ENST00000683940.1,ENST00000514678.2,ENST00000683861.1",Low Confidence
ENSG00000182985.18;SE:chr11:115178775-115198406:115198438-115209574:-,D5/D6,non-DAS,2,ENSG00000182985.18;SE:chr11:115178775-115198406:115198438-115209574:- D5/D6,non-DAS,0.136032253,0.557692308,11.65326779,"ENST00000537058.5,ENST00000616271.4","ENST00000537058.5,ENST00000452722.7,ENST00000616271.4",Low Confidence
ENSG00000182985.18;SE:chr11:115178775-115198406:115198438-115209574:-,F7/D6,non-DAS,2,ENSG00000182985.18;SE:chr11:115178775-115198406:115198438-115209574:- F7/D6,non-DAS,0.012866619,1,57.45025357,"ENST00000537058.5,ENST00000616271.4","ENST00000537058.5,ENST00000452722.7,ENST00000616271.4",Low Confidence
ENSG00000183010.17;SE:chr17:81933376-81934326:81934489-81934653:-,M8/D6,non-DAS,2,ENSG00000183010.17;SE:chr17:81933376-81934326:81934489-81934653:- M8/D6,non-DAS,0.039616638,1,0.995460153,"ENST00000337943.9,ENST00000619204.4,ENST00000329875.13,ENST00000402252.6,ENST00000582198.5","ENST00000329875.13,ENST00000582198.5,ENST00000619204.4,ENST00000402252.6,ENST00000337943.9,ENST00000577756.5,ENST00000629768.2",Low Confidence
ENSG00000183337.18;A3:chrX:40063952-40064336:40063850-40064336:-,D5/D6,non-DAS,2,ENSG00000183337.18;A3:chrX:40063952-40064336:40063850-40064336:- D5/D6,non-DAS,-0.071234778,0.767732268,-16.44491684,"ENST00000679513.1,ENST00000378444.9,ENST00000680831.1,ENST00000615339.2,ENST00000672922.2,ENST00000442018.6,ENST00000427012.3,ENST00000406200.4","ENST00000378455.8,ENST00000673391.1,ENST00000679513.1,ENST00000406200.4,ENST00000672922.2,ENST00000427012.3,ENST00000442018.6,ENST00000615339.2,ENST00000378463.5,ENST00000680831.1,ENST00000413905.6,ENST00000342274.8,ENST00000397354.7,ENST00000378444.9",Low Confidence
ENSG00000183337.18;A3:chrX:40063952-40064336:40063850-40064336:-,M8/D6,non-DAS,2,ENSG00000183337.18;A3:chrX:40063952-40064336:40063850-40064336:- M8/D6,non-DAS,0.018578347,0.420738353,40.25522431,"ENST00000679513.1,ENST00000378444.9,ENST00000680831.1,ENST00000615339.2,ENST00000672922.2,ENST00000442018.6,ENST00000427012.3,ENST00000406200.4","ENST00000378455.8,ENST00000673391.1,ENST00000679513.1,ENST00000406200.4,ENST00000672922.2,ENST00000427012.3,ENST00000442018.6,ENST00000615339.2,ENST00000378463.5,ENST00000680831.1,ENST00000413905.6,ENST00000342274.8,ENST00000397354.7,ENST00000378444.9",Low Confidence
ENSG00000183474.16;SE:chr5:69560403-69562673:69562770-69565100:+,D5/D6,non-DAS,2,ENSG00000183474.16;SE:chr5:69560403-69562673:69562770-69565100:+ D5/D6,non-DAS,-0.021072844,1,-20.25263992,ENST00000380729.8,"ENST00000502619.5,ENST00000510979.5,ENST00000514162.5,ENST00000380729.8,ENST00000446221.6",Low Confidence
ENSG00000183474.16;SE:chr5:69560403-69562673:69562770-69565100:+,M8/D6,non-DAS,2,ENSG00000183474.16;SE:chr5:69560403-69562673:69562770-69565100:+ M8/D6,non-DAS,0.00500002,1,395.9041567,ENST00000380729.8,"ENST00000502619.5,ENST00000510979.5,ENST00000514162.5,ENST00000380729.8,ENST00000446221.6",Low Confidence
ENSG00000183484.12;SE:chr14:105052102-105055387:105056166-105057167:-,F7/D6,non-DAS,2,ENSG00000183484.12;SE:chr14:105052102-105055387:105056166-105057167:- F7/D6,non-DAS,-0.012199908,1,-83.7505719,"ENST00000329797.8,ENST00000539291.6","ENST00000539291.6,ENST00000392585.2,ENST00000329797.8",Low Confidence
ENSG00000183484.12;SE:chr14:105052102-105055387:105056166-105057167:-,M8/D6,non-DAS,3,ENSG00000183484.12;SE:chr14:105052102-105055387:105056166-105057167:- M8/D6,non-DAS,-0.017356782,1,-66.38007772,"ENST00000329797.8,ENST00000539291.6","ENST00000539291.6,ENST00000392585.2,ENST00000329797.8",Medium Confidence
ENSG00000183597.16;A5:chr22:20021246-20036760:20021134-20036760:+,M8/D6,non-DAS,2,ENSG00000183597.16;A5:chr22:20021246-20036760:20021134-20036760:+ M8/D6,non-DAS,-0.000753941,1,-178.4537311,"ENST00000447208.6,ENST00000450019.5,ENST00000327374.9,ENST00000479679.5,ENST00000430807.5","ENST00000430807.5,ENST00000411907.5,ENST00000327374.9,ENST00000456048.5,ENST00000398042.6,ENST00000434570.6,ENST00000479679.5,ENST00000450664.5,ENST00000399807.7,ENST00000450019.5,ENST00000420290.6,ENST00000432883.5,ENST00000447208.6",Low Confidence
ENSG00000183597.16;A5:chr22:20037094-20043355:20036854-20043355:+,D5/D6,non-DAS,3,ENSG00000183597.16;A5:chr22:20037094-20043355:20036854-20043355:+ D5/D6,non-DAS,0.021572569,0.921328671,48.70749932,"ENST00000456048.5,ENST00000434570.6,ENST00000399807.7,ENST00000401833.5","ENST00000444651.5,ENST00000462579.5,ENST00000485715.2,ENST00000434168.5,ENST00000432883.5,ENST00000447208.6,ENST00000434570.6,ENST00000479679.5,ENST00000450664.5,ENST00000399807.7,ENST00000471707.5,ENST00000401833.5,ENST00000420290.6,ENST00000484373.5,ENST00000430807.5,ENST00000411907.5,ENST00000398042.6,ENST00000401886.5,ENST00000475446.5,ENST00000327374.9,ENST00000456048.5,ENST00000432198.5,ENST00000450019.5",Medium Confidence
ENSG00000183597.16;A5:chr22:20037094-20043355:20036854-20043355:+,F7/D6,non-DAS,2,ENSG00000183597.16;A5:chr22:20037094-20043355:20036854-20043355:+ F7/D6,non-DAS,-0.00043658,1,-3749.28879,"ENST00000456048.5,ENST00000434570.6,ENST00000399807.7,ENST00000401833.5","ENST00000444651.5,ENST00000462579.5,ENST00000485715.2,ENST00000434168.5,ENST00000432883.5,ENST00000447208.6,ENST00000434570.6,ENST00000479679.5,ENST00000450664.5,ENST00000399807.7,ENST00000471707.5,ENST00000401833.5,ENST00000420290.6,ENST00000484373.5,ENST00000430807.5,ENST00000411907.5,ENST00000398042.6,ENST00000401886.5,ENST00000475446.5,ENST00000327374.9,ENST00000456048.5,ENST00000432198.5,ENST00000450019.5",Low Confidence
ENSG00000183597.16;A5:chr22:20037094-20043355:20036854-20043355:+,M8/D6,non-DAS,2,ENSG00000183597.16;A5:chr22:20037094-20043355:20036854-20043355:+ M8/D6,non-DAS,-0.00527781,0.850649351,-563.7307291,"ENST00000456048.5,ENST00000434570.6,ENST00000399807.7,ENST00000401833.5","ENST00000444651.5,ENST00000462579.5,ENST00000485715.2,ENST00000434168.5,ENST00000432883.5,ENST00000447208.6,ENST00000434570.6,ENST00000479679.5,ENST00000450664.5,ENST00000399807.7,ENST00000471707.5,ENST00000401833.5,ENST00000420290.6,ENST00000484373.5,ENST00000430807.5,ENST00000411907.5,ENST00000398042.6,ENST00000401886.5,ENST00000475446.5,ENST00000327374.9,ENST00000456048.5,ENST00000432198.5,ENST00000450019.5",Low Confidence
ENSG00000183597.16;SE:chr22:20052584-20053437:20053551-20055943:+,D5/D6,non-DAS,3,ENSG00000183597.16;SE:chr22:20052584-20053437:20053551-20055943:+ D5/D6,non-DAS,0.018624781,1,46.99379366,"ENST00000456048.5,ENST00000434570.6,ENST00000450664.5,ENST00000327374.9,ENST00000401833.5,ENST00000434168.5","ENST00000430807.5,ENST00000444651.5,ENST00000411907.5,ENST00000327374.9,ENST00000456048.5,ENST00000462579.5,ENST00000434570.6,ENST00000434168.5,ENST00000450664.5,ENST00000471707.5,ENST00000401833.5,ENST00000432883.5,ENST00000399807.7",Medium Confidence
ENSG00000183597.16;SE:chr22:20052584-20053437:20053551-20055943:+,F7/D6,non-DAS,3,ENSG00000183597.16;SE:chr22:20052584-20053437:20053551-20055943:+ F7/D6,non-DAS,0.009362415,1,33.59472468,"ENST00000456048.5,ENST00000434570.6,ENST00000450664.5,ENST00000327374.9,ENST00000401833.5,ENST00000434168.5","ENST00000430807.5,ENST00000444651.5,ENST00000411907.5,ENST00000327374.9,ENST00000456048.5,ENST00000462579.5,ENST00000434570.6,ENST00000434168.5,ENST00000450664.5,ENST00000471707.5,ENST00000401833.5,ENST00000432883.5,ENST00000399807.7",Medium Confidence
